ID_P_I,DATE_I,INJURY_I
8332,"04/28/08 00:00:00","Unknown"
7732,"04/28/08 00:00:00","Unknown"
4427,"04/28/08 00:00:00","Unknown"
4003,"04/28/08 00:00:00","Unknown"
5961,"04/28/08 00:00:00","Unknown"
2705,"04/28/08 00:00:00","Unknown"
707,"04/28/08 00:00:00","Unknown"
568,"01/07/09 00:00:00","left heel"
47,"01/10/09 00:00:00","left wrist"
8806,"01/12/09 00:00:00","right forearm"
678,"01/15/09 00:00:00","right shoulder"
3985,"01/15/09 00:00:00","back"
662,"02/13/09 00:00:00","left groin"
10,"02/20/09 00:00:00","right leg"
1266,"02/23/09 00:00:00","left ankle"
1075,"02/26/09 00:00:00","virus"
670,"03/14/09 00:00:00","illness"
673,"11/05/09 00:00:00","hamstring"
5992,"05/07/10 00:00:00","illness"
5837,"08/04/10 00:00:00","shoulder"
