ID_P_I,DATE_I,INJURY_I
612,"01/30/06 00:00:00","Wrist"
538,"01/30/06 00:00:00","Jammed Finger"
2974,"01/30/06 00:00:00","Unknown"
690,"01/30/06 00:00:00","Unknown"
684,"01/30/06 00:00:00","Left hip flexor"
1088,"01/30/06 00:00:00","Cramping"
499,"01/30/06 00:00:00","Abdominal Pain"
3159,"01/30/06 00:00:00","Unknown"
331,"01/23/06 00:00:00","Unknown"
3553,"01/23/06 00:00:00","Unknown"
163,"01/23/06 00:00:00","Unknown"
1417,"01/23/06 00:00:00","Knee"
116,"01/23/06 00:00:00","Back"
453,"01/23/06 00:00:00","Shoulder"
1157,"01/23/06 00:00:00","Cramping"
15,"01/23/06 00:00:00","Unknown"
111,"01/23/06 00:00:00","Back"
611,"01/23/06 00:00:00","Right Biceps"
850,"01/23/06 00:00:00","Left knee"
573,"01/23/06 00:00:00","Fever"
2179,"01/23/06 00:00:00","Unknown"
4352,"01/23/06 00:00:00","Unknown"
435,"01/23/06 00:00:00","Leg"
152,"01/23/06 00:00:00","Back"
855,"01/23/06 00:00:00","Unknown"
666,"01/16/06 00:00:00","Unknown"
74,"01/16/06 00:00:00","Unknown"
286,"01/16/06 00:00:00","Unknown"
619,"01/16/06 00:00:00","Unknown"
1621,"01/16/06 00:00:00","Unknown"
65,"01/16/06 00:00:00","Unknown"
573,"01/16/06 00:00:00","Unknown"
583,"01/16/06 00:00:00","Unknown"
23,"01/09/06 00:00:00","Triceps"
288,"01/09/06 00:00:00","Left Thigh Strain"
24,"01/09/06 00:00:00","Hip Flexor Strain"
1716,"01/09/06 00:00:00","Right Shoulder"
499,"01/09/06 00:00:00","Left Ankle"
50,"01/09/06 00:00:00","Right Shoulder"
37,"01/09/06 00:00:00","Unknown"
564,"01/09/06 00:00:00","Unknown"
515,"01/09/06 00:00:00","Shoulder"
686,"01/09/06 00:00:00","Shoulder"
619,"01/09/06 00:00:00","Illness"
686,"01/09/06 00:00:00","Shoulder"
444,"01/09/06 00:00:00","Illness"
799,"01/02/06 00:00:00","Unknown"
683,"01/02/06 00:00:00","Unknown"
669,"01/02/06 00:00:00","Unknown"
1529,"01/02/06 00:00:00","Unknown"
845,"01/02/06 00:00:00","Unknown"
499,"01/02/06 00:00:00","Left Leg"
13,"01/02/06 00:00:00","Right Hamstring"
695,"01/02/06 00:00:00","Cervical Nodles"
1930,"01/02/06 00:00:00","Left Ankle"
288,"01/02/06 00:00:00","Left thigh strain"
552,"01/02/06 00:00:00","Rib Muscle Strain"
628,"01/02/06 00:00:00","Heat Exhaustion"
672,"02/12/07 00:00:00","left foot"
427,"02/13/07 00:00:00","back"
670,"02/14/07 00:00:00","illness"
13,"02/14/07 00:00:00","left hamstring"
7,"02/15/07 00:00:00","right hamstring"
559,"02/12/07 00:00:00","Illness"
1194,"02/12/07 00:00:00","Gastroenteritis"
599,"02/12/07 00:00:00","Gastroenteritis"
1157,"02/12/07 00:00:00","Illness"
5094,"02/12/07 00:00:00","Unknown"
484,"02/12/07 00:00:00","Hand"
46,"02/12/07 00:00:00","Unknown"
4010,"02/21/07 00:00:00","right hamstring"
520,"02/22/07 00:00:00","stomach illness"
411,"02/23/07 00:00:00","food poisoning"
918,"02/23/07 00:00:00","stomach illness"
617,"02/23/07 00:00:00","right hand"
920,"02/28/07 00:00:00","Hajek heart"
6465,"03/01/07 00:00:00","respiratory"
76,"03/02/07 00:00:00","right hamstring"
76,"03/02/07 00:00:00","hamstring"
71,"03/13/07 00:00:00","right leg"
288,"03/21/07 00:00:00","right wrist"
578,"03/23/07 00:00:00","Left foot"
72,"03/25/07 00:00:00","foot"
92,"04/11/07 00:00:00","left ankle"
1887,"04/12/07 00:00:00","neck"
619,"04/13/07 00:00:00","stomach illness"
5917,"04/16/07 00:00:00","right hamstring"
24,"04/16/07 00:00:00","left adductor"
4045,"04/17/07 00:00:00","back"
1075,"04/17/07 00:00:00","back"
564,"04/18/07 00:00:00","back"
10,"04/25/07 00:00:00","stomach"
68,"04/26/07 00:00:00","abdominal"
568,"04/27/07 00:00:00","wrist"
4211,"04/30/07 00:00:00","flu"
85,"05/01/07 00:00:00","stomach strain"
6465,"05/03/07 00:00:00","fever"
1042,"05/03/07 00:00:00","fever"
563,"05/05/07 00:00:00","right hip"
22,"05/08/07 00:00:00","shoulder"
553,"05/10/07 00:00:00","fever"
609,"05/14/07 00:00:00","right ankle"
1075,"05/15/07 00:00:00","wrist"
3026,"05/24/07 00:00:00","sinus infection"
520,"06/13/07 00:00:00","left wrist"
552,"06/13/07 00:00:00","right thigh strain"
75,"06/14/07 00:00:00","lower back"
662,"06/15/07 00:00:00","stomach cramping"
45,"06/18/07 00:00:00","stomach"
678,"06/19/07 00:00:00","right shoulder"
377,"06/22/07 00:00:00","left knee injury"
5992,"07/07/07 00:00:00","foot"
45,"07/12/07 00:00:00","heat illness"
652,"07/13/07 00:00:00","ankle"
850,"07/13/07 00:00:00","ankle"
85,"07/17/07 00:00:00","right thigh"
68,"07/21/07 00:00:00","lower back"
37,"07/21/07 00:00:00","knee"
728,"07/24/07 00:00:00","rib"
553,"07/25/07 00:00:00","knee"
37,"07/25/07 00:00:00","knee"
83,"07/26/07 00:00:00","fatigue"
990,"07/30/07 00:00:00","rib"
456,"08/01/07 00:00:00","right hip"
488,"08/08/07 00:00:00","abdominal strain"
453,"08/08/07 00:00:00","back strain"
677,"08/09/07 00:00:00","left arm"
406,"08/09/07 00:00:00","lower back"
674,"08/15/07 00:00:00","right hand"
884,"09/11/07 00:00:00","side strain"
961,"09/11/07 00:00:00","ankle"
4045,"09/11/07 00:00:00","right elbow"
37,"09/27/07 00:00:00","stomach bug"
557,"09/27/07 00:00:00","elbow"
1057,"09/28/07 00:00:00","dehydration"
37,"09/28/07 00:00:00","gastroenteritis"
396,"10/03/07 00:00:00","neck"
1635,"10/04/07 00:00:00","illness"
7295,"10/09/07 00:00:00","foot"
6465,"10/09/07 00:00:00","illness"
579,"10/11/07 00:00:00","illness"
678,"10/12/07 00:00:00","back injury"
552,"10/23/07 00:00:00","thigh"
453,"10/24/07 00:00:00","food poisoning"
678,"10/26/07 00:00:00","illness"
45,"10/27/07 00:00:00","left hamstring"
427,"12/31/07 00:00:00","right heel"
728,"01/02/08 00:00:00","fever"
37,"01/03/08 00:00:00","right shoulder"
563,"01/08/08 00:00:00","left hamstring"
21,"02/12/08 00:00:00","lower back"
854,"02/13/08 00:00:00","left leg"
558,"02/14/08 00:00:00","fever"
84,"02/21/08 00:00:00","back"
4045,"02/22/08 00:00:00","groin"
854,"02/26/08 00:00:00","back"
875,"03/04/08 00:00:00","right knee"
90,"04/15/08 00:00:00","neck"
603,"04/16/08 00:00:00","right elbow"
4010,"04/16/08 00:00:00","back"
879,"04/17/08 00:00:00","lower back"
814,"04/18/08 00:00:00","right hip"
22,"04/21/08 00:00:00","shoulder"
13,"04/22/08 00:00:00","left groin"
75,"04/23/08 00:00:00","neck"
1042,"04/23/08 00:00:00","right hand"
2214,"04/28/08 00:00:00","right ankle"
641,"04/28/08 00:00:00","right leg"
7295,"04/29/08 00:00:00","back injury"
468,"04/29/08 00:00:00","stomach"
728,"04/29/08 00:00:00","right ankle"
631,"04/30/08 00:00:00","left abdominal"
631,"04/30/08 00:00:00","abdominal"
226,"05/01/08 00:00:00","leg"
6465,"05/05/08 00:00:00","back"
515,"05/07/08 00:00:00","right leg"
4045,"05/09/08 00:00:00","right wrist"
427,"05/10/08 00:00:00","heat exhaustion"
89,"05/10/08 00:00:00","back"
619,"05/12/08 00:00:00","right knee"
487,"05/13/08 00:00:00","calf"
757,"05/13/08 00:00:00","back"
714,"05/18/08 00:00:00","right hamstring"
4310,"05/19/08 00:00:00","shoulder"
53,"05/22/08 00:00:00","left calf"
850,"05/22/08 00:00:00","right foot"
3985,"05/23/08 00:00:00","right knee"
30,"06/09/08 00:00:00","left wrist"
891,"06/10/08 00:00:00","right wrist"
13,"06/10/08 00:00:00","groin"
38,"06/12/08 00:00:00","shoulder"
1157,"06/12/08 00:00:00","right leg"
90,"06/12/08 00:00:00","left leg"
552,"06/13/08 00:00:00","left arm"
1075,"06/13/08 00:00:00","right thumb"
757,"06/16/08 00:00:00","right wrist"
8806,"06/17/08 00:00:00","abdominal strain"
427,"06/18/08 00:00:00","ribs"
4045,"07/09/08 00:00:00","right wrist"
37,"07/10/08 00:00:00","right toe"
6501,"07/12/08 00:00:00","right wrist"
879,"07/15/08 00:00:00","right wrist"
444,"07/15/08 00:00:00","right ankle"
553,"07/23/08 00:00:00","knee"
552,"07/29/08 00:00:00","left arm"
604,"08/05/08 00:00:00","neck"
1123,"09/09/08 00:00:00","ankle"
609,"10/08/08 00:00:00","right shoulder"
6465,"10/09/08 00:00:00","right foot"
670,"10/10/08 00:00:00","acute bronchitis fever"
563,"10/10/08 00:00:00","illness"
875,"10/11/08 00:00:00","illness"
4009,"10/27/08 00:00:00","back"
677,"10/31/08 00:00:00","knee"
19,"10/31/08 00:00:00","back"
13277,"11/17/08 00:00:00","Toe"
8152,"11/17/08 00:00:00","Shoulder"
4283,"11/17/08 00:00:00","WD"
4084,"11/17/08 00:00:00","Back"
1126,"11/17/08 00:00:00","Arm"
3034,"11/17/08 00:00:00","Back"
1640,"11/17/08 00:00:00","Sinusitis"
1125,"11/17/08 00:00:00","Unknown"
1157,"11/17/08 00:00:00","Back"
796,"11/17/08 00:00:00","Back"
444,"11/17/08 00:00:00","No Show"
6695,"11/10/08 00:00:00","Unknown"
9153,"11/10/08 00:00:00","To MD"
7461,"11/10/08 00:00:00","Right Trapezius"
2529,"11/10/08 00:00:00","Left Knee"
1642,"11/10/08 00:00:00","Unknown"
4211,"11/10/08 00:00:00","Nausea"
3026,"11/10/08 00:00:00","Right Shoulder and Left Knee"
442,"11/10/08 00:00:00","Unknown"
638,"11/03/08 00:00:00","Left Wrist"
9043,"11/03/08 00:00:00","Late WD"
5981,"11/03/08 00:00:00","Ankle Sprain"
2260,"11/03/08 00:00:00","No Show"
7540,"11/03/08 00:00:00","Right Shoulder"
6627,"11/03/08 00:00:00","Wrist"
5127,"11/03/08 00:00:00","Unknown"
909,"11/03/08 00:00:00","Ankle Sprain"
948,"11/03/08 00:00:00","Unknown"
748,"11/03/08 00:00:00","Unknown"
902,"11/03/08 00:00:00","Unknown"
603,"11/03/08 00:00:00","Stomach Problems"
692,"11/03/08 00:00:00","Unknown"
638,"10/27/08 00:00:00","Unknown"
9229,"10/27/08 00:00:00","Right shoulder"
2904,"10/27/08 00:00:00","Shoulder"
5837,"10/27/08 00:00:00","Lower Back Strain"
6207,"10/27/08 00:00:00","Right Hand"
2953,"10/27/08 00:00:00","Unknown"
3549,"10/27/08 00:00:00","Unknown"
666,"10/27/08 00:00:00","Unknown"
312,"10/27/08 00:00:00","Unknown"
703,"10/27/08 00:00:00","Unknown"
609,"10/27/08 00:00:00","Right shoulder"
552,"10/27/08 00:00:00","Right Knee"
487,"10/27/08 00:00:00","Cramps"
674,"10/27/08 00:00:00","Right Elbow"
9525,"10/27/08 00:00:00","Unknown"
9658,"10/27/08 00:00:00","Unknown"
757,"10/27/08 00:00:00","Unknown"
10500,"10/20/08 00:00:00","Flu"
5056,"10/20/08 00:00:00","Knee"
3996,"10/20/08 00:00:00","Illness"
1642,"10/20/08 00:00:00","Unknown"
664,"10/20/08 00:00:00","Unknown"
531,"10/20/08 00:00:00","Unknown"
845,"10/20/08 00:00:00","Unknown"
568,"10/20/08 00:00:00","Left Wrist"
13,"10/20/08 00:00:00","Shoulder"
762,"10/20/08 00:00:00","Unknown"
13589,"10/20/08 00:00:00","Unknown"
677,"10/13/08 00:00:00","Leg"
2,"10/13/08 00:00:00","Shoulder"
453,"10/13/08 00:00:00","Upset Stomach"
6487,"10/13/08 00:00:00","Unknown"
927,"10/13/08 00:00:00","Unknown"
806,"10/13/08 00:00:00","Unknown"
1003,"10/13/08 00:00:00","Left Thigh"
1887,"10/13/08 00:00:00","Unknown"
3833,"10/13/08 00:00:00","Shoulder"
715,"10/13/08 00:00:00","Ear Inflammation"
558,"10/13/08 00:00:00","Leg"
695,"10/13/08 00:00:00","Leg"
1841,"10/13/08 00:00:00","Cramping"
4067,"10/06/08 00:00:00","Knee"
1157,"10/06/08 00:00:00","Left Ankle"
1092,"10/06/08 00:00:00","Neck"
84,"10/06/08 00:00:00","Left Hip"
10231,"10/06/08 00:00:00","Unknown"
6185,"10/06/08 00:00:00","Achilles Tendon"
256,"10/06/08 00:00:00","Left Knee Sprain"
762,"10/06/08 00:00:00","Ankle"
2379,"09/29/08 00:00:00","Left Knee"
689,"09/29/08 00:00:00","Unknown"
6105,"09/29/08 00:00:00","Left Leg"
7459,"09/29/08 00:00:00","Infection R Foot"
2179,"09/29/08 00:00:00","Right Ankle"
3853,"09/29/08 00:00:00","Fever"
892,"09/29/08 00:00:00","Cramping"
666,"09/29/08 00:00:00","Right Ankle"
323,"09/29/08 00:00:00","Back Spasm"
845,"09/29/08 00:00:00","Left Thigh"
3985,"09/29/08 00:00:00","Groin"
4009,"09/29/08 00:00:00","Back"
5981,"09/22/08 00:00:00","Unknown"
1264,"09/22/08 00:00:00","Unknown"
1170,"09/22/08 00:00:00","Unknown"
9229,"09/22/08 00:00:00","Unknown"
10564,"09/22/08 00:00:00","Unknown"
9488,"09/22/08 00:00:00","Right Knee"
3710,"09/22/08 00:00:00","Abdominals"
5054,"09/22/08 00:00:00","Unknown"
7540,"09/22/08 00:00:00","Right Ankle"
5963,"09/22/08 00:00:00","Unknown"
5127,"09/22/08 00:00:00","Right Hamstring"
6245,"09/22/08 00:00:00","Abdominals"
4017,"09/22/08 00:00:00","Right Arm"
9994,"09/22/08 00:00:00","Unknown"
1886,"09/22/08 00:00:00","Unknown"
3992,"09/22/08 00:00:00","Right Elbow"
5918,"09/22/08 00:00:00","Left Sartorius"
1003,"09/22/08 00:00:00","Unknown"
812,"09/22/08 00:00:00","Unknown"
1887,"09/22/08 00:00:00","Left Thigh"
212,"09/22/08 00:00:00","Late WD"
684,"09/22/08 00:00:00","Right Hamstring"
415,"09/22/08 00:00:00","Unknown"
611,"09/22/08 00:00:00","Unknown"
685,"09/22/08 00:00:00","Left Psoas"
116,"09/22/08 00:00:00","Unknown"
11942,"09/22/08 00:00:00","Unknown"
13976,"09/22/08 00:00:00","Unknown"
11073,"09/19/08 00:00:00","Unknown"
10320,"09/15/08 00:00:00","Unknown"
3165,"09/15/08 00:00:00","Unknown"
664,"09/15/08 00:00:00","Late WD"
3182,"09/15/08 00:00:00","Abdominal"
795,"09/15/08 00:00:00","Unknown"
6185,"09/15/08 00:00:00","Right Ankle"
1239,"09/15/08 00:00:00","Unknown"
801,"09/15/08 00:00:00","Right Ankle"
631,"09/15/08 00:00:00","Unknown"
850,"09/15/08 00:00:00","Unknown"
499,"09/08/08 00:00:00","Knee"
3676,"09/08/08 00:00:00","Late WD"
3742,"09/08/08 00:00:00","Right Leg"
2379,"09/08/08 00:00:00","Left Knee"
10415,"09/08/08 00:00:00","Dizziness Headache"
9806,"09/08/08 00:00:00","Stomach Problems"
604,"09/08/08 00:00:00","Stomach"
1747,"09/08/08 00:00:00","Unknown"
2247,"09/08/08 00:00:00","Right Shoulder"
53,"09/08/08 00:00:00","Unknown"
5929,"09/08/08 00:00:00","Right Knee"
2759,"09/08/08 00:00:00","Unknown"
661,"09/08/08 00:00:00","Left Ankle"
1887,"09/08/08 00:00:00","Cramping"
5043,"09/08/08 00:00:00","Flu"
891,"09/08/08 00:00:00","Shoulder"
4009,"09/08/08 00:00:00","Unknown"
510,"09/08/08 00:00:00","Inguinal Pain"
72,"09/08/08 00:00:00","Unknown"
619,"09/08/08 00:00:00","Back"
68,"09/08/08 00:00:00","Right Ankle"
12749,"09/08/08 00:00:00","Unknown"
7456,"09/01/08 00:00:00","Low Back Pain"
4318,"09/01/08 00:00:00","Virus"
820,"09/01/08 00:00:00","Stomach Problems"
3014,"09/01/08 00:00:00","Gastritis"
565,"09/01/08 00:00:00","Stiff Neck"
1823,"09/01/08 00:00:00","Left Groin and Hip"
1635,"09/01/08 00:00:00","Viral Disease"
935,"09/01/08 00:00:00","Right Wrist"
795,"09/01/08 00:00:00","Moved to MD Duesseldorf"
663,"09/01/08 00:00:00","Elbow"
497,"09/01/08 00:00:00","Late WD"
510,"09/01/08 00:00:00","Inguinal and Lumbar Pain"
11014,"09/01/08 00:00:00","Unknown"
14534,"09/01/08 00:00:00","Right Shoulder"
7320,"08/25/08 00:00:00","Unknown"
4008,"08/25/08 00:00:00","Right Adductor"
7122,"08/25/08 00:00:00","Unknown"
3492,"08/25/08 00:00:00","Left Ankle"
4003,"08/25/08 00:00:00","Right Wrist"
5838,"08/25/08 00:00:00","Unknown"
396,"08/25/08 00:00:00","Unknown"
1394,"08/25/08 00:00:00","Stomach Muscle Pain"
531,"08/25/08 00:00:00","Left Hip"
840,"08/25/08 00:00:00","Unknown"
57,"08/25/08 00:00:00","Headache"
728,"08/25/08 00:00:00","Unknown"
757,"08/25/08 00:00:00","Left Adductor"
650,"08/25/08 00:00:00","Unknown"
619,"08/25/08 00:00:00","Gastroenteritis and Fever"
47,"08/25/08 00:00:00","Unknown"
37,"08/25/08 00:00:00","Unknown"
678,"08/25/08 00:00:00","Unknown"
14502,"08/25/08 00:00:00","Unknown"
6465,"08/18/08 00:00:00","Fatigue"
1642,"08/18/08 00:00:00","Left Knee"
520,"08/18/08 00:00:00","Stomach"
619,"08/18/08 00:00:00","Pharyngitis"
8648,"08/18/08 00:00:00","Right Hand"
7803,"08/18/08 00:00:00","Stomach"
6245,"08/18/08 00:00:00","Abdominal"
821,"08/18/08 00:00:00","Right Elbow"
7295,"08/18/08 00:00:00","Back"
3054,"08/18/08 00:00:00","Stomach"
5838,"08/18/08 00:00:00","Back"
531,"08/18/08 00:00:00","Left Hip"
1469,"08/18/08 00:00:00","Left Foot"
38,"08/18/08 00:00:00","Left Knee"
116,"08/18/08 00:00:00","Lower Back"
10724,"08/11/08 00:00:00","Unknown"
8590,"08/11/08 00:00:00","Diarrhoea"
6826,"08/11/08 00:00:00","Unknown"
6525,"08/11/08 00:00:00","Unknown"
3908,"08/11/08 00:00:00","Unknown"
7043,"08/11/08 00:00:00","Unknown"
5083,"08/11/08 00:00:00","Unknown"
732,"08/11/08 00:00:00","Left Thigh"
637,"08/11/08 00:00:00","Unknown"
1672,"08/11/08 00:00:00","Left Adductor Strain"
510,"08/11/08 00:00:00","Unknown"
728,"08/11/08 00:00:00","Unknown"
2,"08/11/08 00:00:00","Neck"
3742,"08/11/08 00:00:00","Unknown"
4217,"08/11/08 00:00:00","Wrist"
406,"08/11/08 00:00:00","Unknown"
5127,"08/04/08 00:00:00","Heat Illness"
6137,"08/04/08 00:00:00","Illness"
10822,"08/04/08 00:00:00","Back"
10830,"08/04/08 00:00:00","Cramping"
10363,"08/04/08 00:00:00","Unknown"
7300,"08/04/08 00:00:00","Unknown"
2895,"08/04/08 00:00:00","Unknown"
12084,"08/04/08 00:00:00","Unknown"
1264,"08/04/08 00:00:00","Back"
730,"08/04/08 00:00:00","Dehydration"
1183,"08/04/08 00:00:00","Unknown"
1088,"08/04/08 00:00:00","Unknown"
1679,"08/04/08 00:00:00","To Main Draw"
1679,"08/04/08 00:00:00","Back"
531,"08/04/08 00:00:00","Diarrhoea"
649,"07/28/08 00:00:00","Right Wrist Tendonitis"
804,"07/28/08 00:00:00","Still in Toronto"
1092,"07/28/08 00:00:00","Right Knee"
686,"07/28/08 00:00:00","Late WD"
728,"07/28/08 00:00:00","Ankle"
427,"07/28/08 00:00:00","Illness"
670,"07/28/08 00:00:00","Illness"
37,"07/28/08 00:00:00","Foot"
89,"07/28/08 00:00:00","Neck"
9089,"07/28/08 00:00:00","Unknown"
1945,"07/28/08 00:00:00","Unknown"
2206,"07/28/08 00:00:00","To Main Draw"
7507,"07/28/08 00:00:00","Unknown"
5844,"07/28/08 00:00:00","Unknown"
621,"07/28/08 00:00:00","Late WD"
1635,"07/28/08 00:00:00","Right Thigh"
5917,"07/28/08 00:00:00","Illness"
256,"07/28/08 00:00:00","Left Knee"
762,"07/28/08 00:00:00","Right Hamstring"
12411,"07/28/08 00:00:00","Rib"
2895,"07/21/08 00:00:00","Back"
5918,"07/21/08 00:00:00","Right Shoulder"
499,"07/21/08 00:00:00","Knee"
714,"07/21/08 00:00:00","Late WD"
9907,"07/21/08 00:00:00","Right Ankle"
8573,"07/21/08 00:00:00","Left Shoulder"
7260,"07/21/08 00:00:00","Stomach"
6531,"07/21/08 00:00:00","Left Shoulder"
3676,"07/21/08 00:00:00","Right Heel"
5040,"07/21/08 00:00:00","Unknown"
6267,"07/21/08 00:00:00","Illness"
1045,"07/21/08 00:00:00","Unknown"
2960,"07/21/08 00:00:00","Unknown"
3742,"07/21/08 00:00:00","Knee"
1157,"07/21/08 00:00:00","Unknown"
5043,"07/21/08 00:00:00","Unknown"
715,"07/21/08 00:00:00","Left Leg"
50,"07/21/08 00:00:00","Right Elbow"
9806,"07/14/08 00:00:00","Right Ankle"
1503,"07/14/08 00:00:00","Unknown"
7566,"07/14/08 00:00:00","Unknown"
7205,"07/14/08 00:00:00","Unknown"
4008,"07/14/08 00:00:00","Right Abductor"
6962,"07/14/08 00:00:00","LW"
1824,"07/14/08 00:00:00","To Main Draw"
1954,"07/14/08 00:00:00","Unknown"
884,"07/14/08 00:00:00","Back"
2760,"07/14/08 00:00:00","Left Shoulder"
404,"07/14/08 00:00:00","Unknown"
628,"07/14/08 00:00:00","Leg"
1469,"07/14/08 00:00:00","Unknown"
71,"07/14/08 00:00:00","Back"
14157,"07/14/08 00:00:00","Left Ankle Sprain"
1157,"07/14/08 00:00:00","Back"
791,"07/14/08 00:00:00","Groin"
30,"07/14/08 00:00:00","Right Shoulder"
2107,"07/14/08 00:00:00","Ankle"
5083,"07/07/08 00:00:00","Pharyngitis"
2285,"07/07/08 00:00:00","Unknown"
6848,"07/07/08 00:00:00","Ankle"
6081,"07/07/08 00:00:00","Knee"
4256,"07/07/08 00:00:00","Inner Thigh"
2760,"07/07/08 00:00:00","Left Shoulder"
5841,"07/07/08 00:00:00","Groin"
5917,"07/07/08 00:00:00","Ankle"
757,"07/07/08 00:00:00","Viral Infection"
677,"07/07/08 00:00:00","Knee"
879,"07/07/08 00:00:00","Wrist"
9141,"07/07/08 00:00:00","Food Poisoning"
9698,"06/30/08 00:00:00","Back"
1985,"06/30/08 00:00:00","Unknown"
3492,"06/30/08 00:00:00","Unknown"
2960,"06/30/08 00:00:00","Heat Illness"
123,"06/30/08 00:00:00","Lower Back"
3291,"06/30/08 00:00:00","Knee"
5052,"06/30/08 00:00:00","Unknown"
696,"06/30/08 00:00:00","Heat Exhaustion"
256,"06/30/08 00:00:00","Back"
3026,"06/30/08 00:00:00","Knee"
716,"06/30/08 00:00:00","Calf"
840,"06/30/08 00:00:00","Unknown"
116,"06/30/08 00:00:00","Knee"
68,"06/23/08 00:00:00","Graminaceous Allergy"
603,"06/23/08 00:00:00","Unknown"
8806,"06/23/08 00:00:00","Unknown"
3278,"06/23/08 00:00:00","Unknown"
875,"06/23/08 00:00:00","Unknown"
6187,"06/23/08 00:00:00","Unknown"
4149,"06/23/08 00:00:00","Unknown"
1157,"06/23/08 00:00:00","Unknown"
1266,"06/23/08 00:00:00","Unknown"
669,"06/23/08 00:00:00","Unknown"
497,"06/23/08 00:00:00","Unknown"
38,"06/23/08 00:00:00","Unknown"
79,"06/23/08 00:00:00","Unknown"
736,"06/23/08 00:00:00","Unknown"
619,"06/23/08 00:00:00","Unknown"
552,"06/23/08 00:00:00","Unknown"
10,"06/23/08 00:00:00","Unknown"
13,"06/23/08 00:00:00","Unknown"
7806,"06/23/08 00:00:00","Unknown"
6376,"06/23/08 00:00:00","Unknown"
6245,"06/23/08 00:00:00","Unknown"
853,"06/23/08 00:00:00","Unknown"
9806,"06/16/08 00:00:00","Flu"
4964,"06/16/08 00:00:00","Back"
5058,"06/16/08 00:00:00","Unknown"
3992,"06/16/08 00:00:00","Right Elbow"
431,"06/16/08 00:00:00","Right Shoulder"
552,"06/16/08 00:00:00","Shoulder"
1503,"06/16/08 00:00:00","Unknown"
496,"06/16/08 00:00:00","Achilles"
54,"06/16/08 00:00:00","Unknown"
5127,"06/09/08 00:00:00","Unknown"
2858,"06/09/08 00:00:00","Right Wrist"
1170,"06/09/08 00:00:00","Ankle"
1394,"06/09/08 00:00:00","Headache"
814,"06/09/08 00:00:00","Headache"
487,"06/09/08 00:00:00","Right Calf"
553,"06/09/08 00:00:00","Left Ankle"
173,"06/09/08 00:00:00","Unknown"
1088,"06/09/08 00:00:00","Knee"
79,"06/09/08 00:00:00","Knee"
8806,"06/02/08 00:00:00","Unknown"
6831,"06/02/08 00:00:00","Sprained Left Ankle"
7396,"06/02/08 00:00:00","Unknown"
3030,"06/02/08 00:00:00","Unknown"
695,"06/02/08 00:00:00","Allergy"
853,"06/02/08 00:00:00","Unknown"
1387,"06/02/08 00:00:00","Unknown"
824,"06/02/08 00:00:00","Unknown"
685,"06/02/08 00:00:00","Unknown"
56,"06/02/08 00:00:00","Unknown"
1735,"05/26/08 00:00:00","Hamstring"
7452,"05/26/08 00:00:00","Right Elbow"
3967,"05/26/08 00:00:00","Illness"
5844,"05/26/08 00:00:00","Right Knee"
4318,"05/26/08 00:00:00","Spine"
542,"05/26/08 00:00:00","Unknown"
643,"05/26/08 00:00:00","Arm"
824,"05/26/08 00:00:00","Leg"
41,"05/26/08 00:00:00","Unknown"
1469,"05/26/08 00:00:00","Neck"
10,"05/26/08 00:00:00","Leg"
37,"05/26/08 00:00:00","Sore Throat"
89,"05/26/08 00:00:00","Back"
674,"05/26/08 00:00:00","Knee"
11247,"05/26/08 00:00:00","Spine"
691,"05/26/08 00:00:00","Unknown"
7452,"05/26/08 00:00:00","Unknown"
1088,"05/26/08 00:00:00","Unknown"
694,"05/26/08 00:00:00","Unknown"
4088,"05/19/08 00:00:00","Left Side"
6108,"05/19/08 00:00:00","Unknown"
820,"05/19/08 00:00:00","Unknown"
401,"05/19/08 00:00:00","Back"
935,"05/19/08 00:00:00","Right Hamstring)"
638,"05/12/08 00:00:00","Right Arm"
9675,"05/12/08 00:00:00","Back"
1390,"05/12/08 00:00:00","Unknown"
4964,"05/12/08 00:00:00","Unknown"
6105,"05/12/08 00:00:00","Left Shoulder"
5073,"05/12/08 00:00:00","To MD"
6458,"05/12/08 00:00:00","Pneumonia"
963,"05/12/08 00:00:00","Unknown"
884,"05/12/08 00:00:00","Left Knee"
621,"05/12/08 00:00:00","Unknown"
2475,"05/12/08 00:00:00","Right Ankle"
712,"05/12/08 00:00:00","Back"
661,"05/12/08 00:00:00","Unknown"
900,"05/12/08 00:00:00","Right Wrist"
1671,"05/12/08 00:00:00","No Show"
312,"05/12/08 00:00:00","To MD"
862,"05/12/08 00:00:00","Unknown"
499,"05/12/08 00:00:00","Illness"
401,"05/12/08 00:00:00","Back"
44,"05/12/08 00:00:00","Unknown"
7459,"05/12/08 00:00:00","Unknown"
5918,"05/12/08 00:00:00","Gastr"
779,"05/12/08 00:00:00","Unknown"
427,"05/12/08 00:00:00","Fatigue"
855,"05/12/08 00:00:00","Stomach"
854,"05/05/08 00:00:00","Unknown"
89,"05/05/08 00:00:00","Back"
7452,"05/05/08 00:00:00","Unknown"
6962,"05/05/08 00:00:00","Unknown"
920,"05/05/08 00:00:00","Unknown"
864,"05/05/08 00:00:00","Unknown"
804,"05/05/08 00:00:00","Unknown"
594,"05/05/08 00:00:00","Unknown"
57,"05/05/08 00:00:00","Upset Stomach"
12101,"05/05/08 00:00:00","Unknown"
5917,"05/05/08 00:00:00","Unknown"
695,"05/05/08 00:00:00","Unknown"
